imdb_id,summary,actors,release_date
tt0093604,Rajat and Mukta meet each other and fall in love. They get married and live in harmony for a few years. Then Mukta starts suspecting that Rajat is having an affair with Sheetal Puri  and ...                    ,Rajesh Khanna|Sridevi|Priti Sapru|Gita Siddharth|Jayshree Gadkar|Shafi Inamdar|Smita Patil|Dalip Tahil|Iftekhar|Abhi Bhattacharya|Om Shivpuri|Brahm Bhardwaj|Pinchoo Kapoor|Savita Bajaj|,27 January 1987 (India)
tt0363914,Orphaned Ravi Kumar lives in Poona  India  with his maternal uncle. As he wants to pursue a career as a singer/dancer  he re-locates to Bombay  so that he could audition for the All India ...                    ,Govinda|Mandakini|Kader Khan|Aruna Irani|Om Shivpuri|,27 February 1987 (India)
tt0230737,Inspector Arjun Singh (Vinod Khanna) of Bombay Police has attained a sordid reputation of being of the most ruthless policemen in India  and is known for his torture and brutality. When a ...                    ,Vinod Khanna|Meenakshi Sheshadri|Madhavi|Asrani|Shakti Kapoor|Anupam Kher|Anita Raj|Gulshan Grover|Vinod Mehra|Sahil Vaid|Neeta Puri|A.K. Hangal|Om Shivpuri|Satyendra Kapoor|,18 June 1987 (India)
tt0359990,Vijay forces his wife Laxmi to leave her house  suspecting an extra marital affair. Years later  Vijay and Laxmi come face to face and start meeting each other.,Shashi Kapoor|Govinda|Neelam Kothari|Jaya Prada|Shakti Kapoor|Kader Khan|Gulshan Grover|Asrani|Aruna Irani|Rishi Kapoor|,14 August 1987 (India)
tt0362999,Amar G. Kapoor is an unemployed but talented youth who was born in Lahore  and is the grandson of renowned Lala Kedarnath. He re-locates to Delhi in search of employment as a singer/dancer ...                    ,Rishi Kapoor|Padmini Kolhapure|Asha Sachdev|Baby Bulbul|Bindu|Utpal Dutt|Deven Verma|Gulshan Grover|Natasha|Nandita Thakur|Preeti Ganguli|Shubha Khote|Sarika Ogale|,21 February 1987 (India)
tt0363972,Born on the street  without any knowledge of his parents  Shankar (Jackie Shroff) lives his life as an urchin  on petty thievery and con games. He is o known to the police because of his ...                    ,Jackie Shroff|Padmini Kolhapure|Richa Sharma|Amrish Puri|Deven Verma|Gulshan Grover|Nandita Thakur|Huma Khan|Vijay Arora|Suhasini Mulay|Goga Kapoor|Dinesh Hingoo|Arvind Deshpande|Tiku Talsania|,
tt0243561,A poor widowed farmer  Dharma Singh  raises two children  a boy (Karan) and a girl (Geeta) on his own in a town called Rampur  and would like his son to grow up to be a police officer. Alas...                    ,Rajesh Khanna|Hema Malini|Pran|Rajan Sippy|Amjad Khan|Shakti Kapoor|Raza Murad|Shoma Anand|Tej Sapru|Chandrashekhar|Om Shivpuri|Yunus Parvez|Jayshree T.|Chand Usmani|,
tt0094132,Ravi Goel is an alcoholic lawyer who doesn't gets cases as he refuses to lie.His mother is fed up of his frequent drinking while his elder sister Shashi is everything to him who also runs ...                    ,Smita Patil|Anil Kapoor|Amrita Singh|Suresh Oberoi|Rohini Hattangadi|Avtar Gill|Madan Jain|Satish Kaushik|Anupam Kher|Suhas Bhalekar|Yunus Parvez|C.S. Dubey|Arvind Joshi|Suresh Bhagwat|,18 October 1987 (India)
tt0350177,Prerna is the only daughter of the local school's headmaster. She gets to meet her childhood friend  Kumar  who is now one of the teachers at the same school. Prerna is attracted to Kumar  ...                    ,Girish Karnad|Smita Patil|Nilu Phule|Nana Patekar|,
tt0094299,Suraj and Arun are brothers who share a special bond. Suraj  a jail warden and his wife Lakshmi have brought up Arun. Radha is an orphan from a wealthy family. Radha is set to marry Naresh ...                    ,Sunil Dutt|Dharmendra|Mithun Chakraborty|Ashok Kumar|Sridevi|Moushumi Chatterjee|Prem Chopra|Puneet Issar|Shakti Kapoor|Kader Khan|Mac Mohan|Lalita Pawar|Parikshat Sahni|Birbal|,
tt0177478,Add a Plot »,Sona Mastan Mirza|Joginder Shelly|Neelam Mehra|Nazneen|Jagdarshan|Randhawa|Reetu Khanna|Roshan Khan|Ved Goswami|Amrit Pal|Yash Sharma|,
tt0154104,Police Inspector Ram takes over charge of a police station in a crime-laden region of Bombay. He finds that whenever he attempts to arrest anyone  a gangster named Nagesh always intervenes ...                    ,Jeetendra|Sridevi|Mandakini|Shakti Kapoor|Shoma Anand|Suresh Oberoi|Kader Khan|Aruna Irani|Aashish Chanana|Bindu|Jagdeep|Asrani|Mushtaq Merchant|Sunder|,
tt0280398,Vishal and Jyoti come from different backgrounds  but fall in love  and in spite of oppositions from both the couples' sides  are married. After marriage  they settle down to some wedded ...                    ,Rajesh Khanna|Tina Ambani|Zarina Wahab|Bindu|Raza Murad|Danny Denzongpa|Paintal|Vikas Anand|Yunus Parvez|Sulochana Latkar|Tanuja|,
tt0090577,Ashok and Vimal are two grandsons of K.k. Vimal is womanizer. Ashok and Ganga are in love but when Ashok was about to propose Ganga for marriage  he finds that Ganga has complained against ...                    ,Smita Patil|Anil Kapoor|Rati Agnihotri|Vinod Mehra|Utpal Dutt|Gajanan Jagirdar|Aruna Irani|Pinchoo Kapoor|,
tt0233206,After the death of their spouses; the elderly Amrit Lal Sharma and Kamla Srivastav are abused by their biological children. They get into contact with each other due to their grandchildren ...                    ,Rajesh Khanna|Smita Patil|Aruna Irani|Daljit Kaur|Anita Kanwar|Baby Guddu|Shafi Inamdar|Satish Shah|Rajesh Puri|Pradeep Saxena|Master Ashutosh|Rishabh Shukla|Birbal|Mahesh Sharma|,27 June 1986 (India)
tt0090575,An ex-convict is bent on revenge against the people responsible for his wrongful imprisonment but is pit against his estranged son who is now a police officer.,Amitabh Bachchan|Sridevi|Jaya Prada|Om Shivpuri|Anupam Kher|Sadashiv Amrapurkar|Dalip Tahil|Bharat Kapoor|Umesh Sharma|Viju Khote|Jagdarshan|Gurbachan Singh|Vijay Kumar|Rajbaldeo|,6 June 1986 (India)
tt2619760,On The Day Of Marriage Of Shanta (Rakhi Gulzar) & Prabin (Suresh Oberoi) The Police Raides The House  But They Do Not Find Nabin (Mithun Chakraborty) Who Is Prabin'S Younger Brother. The ...                    ,Rakhee Gulzar|Mithun Chakraborty|Suresh Oberoi|Ashok Kumar|Neeta Mehta|,4 March 1986 (India)
tt0090611,Karim Khan is employed as driver for a gangster named Don  who has an accident with his car  and asks Karim to take the blame for it for a hefty sum of cash  which Karim does so  and is ...                    ,Jackie Shroff|Shammi Kapoor|Waheeda Rehman|Biswajit Chatterjee|Dimple Kapadia|Meenakshi Sheshadri|Bindu|Anupam Kher|Goga Kapoor|Bob Christo|Gulshan Grover|Ramesh Deo|Mushtaq Merchant|Mac Mohan|,7 August 1986 (India)
tt0231140,Add a Plot »,Dada Kondke|Usha Chavan|Dina Pathak|Mehmood|C.S. Dubey|Amjad Khan|Yunus Parvez|Birbal|Sudhir Dalvi|Rajani Chavan|,
tt0366182,Mary  an inmate of an orphanage run by nuns  is good at studies and is artistically talented  her education so far has been sponsored by a philanthropist. Her sponsor  a rich old man who ...                    ,Rajesh Khanna|Smita Patil|Sabeeha|Shafi Inamdar|Satish Shah|Tanuja|Karan Shah|Beena Banerjee|Sukumari|,
tt0358926,This story revolves around three sisters. The first is Suraj's widow sister  has a grown son by the name of Kasturi  and lives with her unmarried brother  Suraj; the second is Sarita Khanna...                    ,Jeetendra|Jaya Prada|Mithun Chakraborty|Padmini Kolhapure|Vinod Mehra|Bindu|Asrani|Jagdeep|,
tt0157316,Four unemployed young men befriend their new neighbors  but soon tragedy strikes and everything is shattered.,Nana Patekar|,21 July 1986 (India)
tt0239246,A dealer of stolen goods and a singer  Avinash finds his life turned upside down when goons break into his house  assault his fiancée  Dr. Sapna  and his brother  Sumit; kill his mother; ...                    ,Mithun Chakraborty|Poonam Dhillon|Bindiya Goswami|Parveen Babi|Prem Chopra|,12 December 1986 (India)
tt0358950,Seth Laxmi Narayan and his wife had a son who was separated at an early age. The only clue they have is that he has a locket around his neck. When Laxmi Narayan passes away  he leaves ...                    ,Shatrughan Sinha|Rajinikanth|Anita Raj|Radhika Sarathkumar|Shakti Kapoor|Ashok Kumar|,14 October 1986 (India)
tt0186871,Naive village-born Swaroop comes to Bombay city with a only Rs.80/-  which he loses to a thief. A man named Bhagwaan helps Swaroop recover this amount  and asks him to return back to his ...                    ,Rajinikanth|Rakesh Roshan|Sridevi|Danny Denzongpa|Hrithik Roshan|Tina Ambani|Paresh Rawal|,1986 (India)
tt0270219,Mr. Singh lives a wealthy lifestyle in a mansion named 'Ashiana' on 10th Road  Juhu  Bombay  with his only relative  a niece by the name of Nisha  who is unmarried and runs the family's ...                    ,Zeenat Aman|Amol Palekar|Utpal Dutt|Mithun Chakraborty|Raj Babbar|Sanjeev Kumar|Nisha Singh|Jalal Agha|Adi Irani|Aruna Irani|Jagdeep|Shakti Kapoor|Imtiaz Khan|Viju Khote|,
tt0395453,Based in a small village  Gauri  who lives with her widowed mother  Ganga  has matured and her marriage is arranged with Bombay-based Ramesh. When Ramesh comes to wed her  he is shocked to ...                    ,Shekhar Suman|Padmini Kolhapure|Padma Khanna|Sujit Kumar|Richa Sharma|Seema Deo|Paintal|,19 December 1986 (India)
tt0363567,Ravi Kumar is the younger brother of Judge Soumitra Devi and Mohan Kumar. He and his sister have different views and ideas. They lack understanding and that is why he decides to be apart ...                    ,Mithun Chakraborty|Smita Patil|Meenakshi Sheshadri|Shakti Kapoor|Kader Khan|Shreeram Lagoo|Supriya Pathak|Pran|Sarika|Aruna Irani|Gulshan Grover|,7 February 1986 (India)
tt0090812,Charandas lives a poor lifestyle in a small town in India along with his older brother  Bhajandas  and Bhabhi. He is unemployed and commits himself to be a wrestler with Ustad Mastram ...                    ,Anil Kapoor|Amrita Singh|Om Prakash|Amjad Khan|Pankaj Kapur|Annu Kapoor|Bharti Achrekar|Satyendra Kapoor|Ram P. Sethi|Tabassum|Nandita Thakur|Huma Khan|Ghanshyam Rohera|Shail Chaturvedi|,21 February 1986 (India)
tt0186799,The compelling story of honest and ethical Dharamraj of Nand Gaon village  whose very name instills fear amongst wrong-doers. Ironically  the very man whose family has been administering ...                    ,Dilip Kumar|Jeetendra|Sridevi|Pran|Kader Khan|Shakti Kapoor|Asrani|Mayur Verma|Rakesh Bedi|Sujit Kumar|Pradeep Saxena|Dinesh Hingoo|Shivraj|Rohini Hattangadi|,11 April 1986 (India)
tt0090958,Three friends since childhood - and one of them will be accused of murder.,Asrani|Bhanupriya|Poonam Dhillon|Showkar Janaki|Jeetendra|Rishi Kapoor|Shakti Kapoor|Kimi Katkar|Kader Khan|Pran|Amrish Puri|Rajinikanth|,23 October 1986 (India)
tt0827765,Ek Aur Sikander is a family drama  featuring Mithun Chakraborty and Rati Agnihotri in lead roles and supported by Anita Raj  Amrish Puri and Rakesh Roshan. Watch the full movie  Ek Aur Sikandar online  only on Eros Now.,Mithun Chakraborty|Anita Raj|Rakesh Roshan|Rati Agnihotri|Jeevan|Shreeram Lagoo|Amrish Puri|Tanuja|Gita Siddharth|Sujit Kumar|Prakash Gill|Vikas Anand|,1 November 1986 (India)
tt0377845,Rani gets into trouble after the death of her husband  Trilok. Her mother in law all the time curses her. Her family's crises worsens with the arrest of her brother in law  Mangal. Now she ...                    ,Hema Malini|Rishi Kapoor|Poonam Dhillon|Kulbhushan Kharbanda|Dina Pathak|A.K. Hangal|Adarsh Gautam|Sourabh Shailee|Soni|Gita Siddharth|Tarla Mehta|Shammi|Gopi Bhalla|Neena Cheema|,28 August 1986 (India)
tt0157571,One dissenting juror in a murder trial tries to influence the verdict with his personal prejudices and biases,Deepak Kejriwal|Amitabh Srivastava|Pankaj Kapur|S.M. Zaheer|Subhash Udghate|Hemant Mishra|M.K. Raina|K.K. Raina|Annu Kapoor|Subbiraj|Shailendra Goel|Aziz Qureshi|,TV Movie 23 July 1986
tt0091105,A parable of man's exploitation of his fellow man. A weaver and a farmer live peacefully on the edge of a desert until  one day  a woman wanders into their world  and her presence slowly disrupts their routine existence.,Shabana Azmi|Naseeruddin Shah|Om Puri|,1986 (USA)
tt0158574,Indian army officer Colonel Rahul Saxena gets married to attractive Naini  and they begin to live a fairly harmonious life. This harmony is soon disrupted when Rahul is called to the front ...                    ,Jackie Shroff|Raj Babbar|Meenakshi Sheshadri|Aruna Irani|Smita Patil|Shafi Inamdar|Zarina Wahab|Vijayendra Ghatge|Dalip Tahil|Rajesh Puri|,6 October 1986 (India)
tt0154559,Geeta lives a poor lifestyle with her widowed mother in Bhavnagar  Gujarat  who works as a Nurse in a hospital run by Dr. Bhanu Pratap  while she herself sings and dances in a hotel. She is...                    ,Sanjeev Kumar|Zeenat Aman|Jackie Shroff|Priya Rajvansh|Sudhir Dalvi|Bharat Kapoor|Kamal Kapoor|Shubha Khote|Ram Lal|Arun Mathur|Yashodhan Pandit|Dina Pathak|P.K. Sharma|,
tt0091320,Sudarshan Kumar is an honest custom officer who gets in bad books of smuggler Durga Das Jetia after he catches his consignment.Sudrashan Kumar is killed and witness Gauri Shankar is framed ...                    ,Sunil Dutt|Sanjay Khan|Anita Raj|Akbar Khan|Amrita Singh|Saeed Jaffrey|Sujit Kumar|Shreeram Lagoo|Shafi Inamdar|Bob Christo|Mohan Agashe|Sushma Seth|Leena Das|Anupam Kher|,19 May 1986 (India)
tt0091267,Jhansi Rani is an honest police officer and her husband is an honest man who works in a factory. Mahendranath and Kailashnath are two wicked man. Jhansi Rani's brother Ravi loves ...                    ,Rekha|Anil Kapoor|Richa Sharma|Kader Khan|Anupam Kher|Raj Babbar|Pallavi Joshi|Jagdeep|Asrani|Aruna Irani|Roopesh Kumar|Shafi Inamdar|Gulshan Grover|Tej Sapru|,
tt0154532,Girdharilal (Kader Khan) is a very rich and wealthy man. He has made a number of enemies. One of his enemies asks a beggar to masquerade as Girdharilal for a price  to which the beggar ...                    ,Jeetendra|Sridevi|Kader Khan|Ranjeet|Shakti Kapoor|Kaajal Kiran|Lalita Pawar|Sulochana Latkar|Shreeram Lagoo|Gulshan Grover|Ravi Baswani|Padma Khanna|Aruna Irani|Anjana Mumtaz|,
tt0091258,Ajay is a street dancer and while people are watching his dance his fellow members manage to rob their houses.One day he decides to quit it as he was forcefully bought into this.Ajay saves ...                    ,Shashi Kapoor|Shatrughan Sinha|Raj Kiran|Anita Raj|Neelam Kothari|Govinda|Prem Chopra|Gita Siddharth|Shraddha Verma|Ramesh Deo|Manik Irani|Satish Kaul|Mac Mohan|Tej Sapru|,28 February 1986 (India)
tt0366656,Bhoop Singh is a honest man who works for Lakhsmi Singh  and lives with his wife  Devi  and sister  Sundari. He saves his hard-earned money with Lakhsmi  and when the time comes for ...                    ,Sanjeev Kumar|Smita Patil|Shakti Kapoor|Rajan Sippy|Amrish Puri|Purnima|Om Prakash|Jagdeep|,
tt0239495,Shankar Verma lives a poor lifestyle with his mom  Shanti  in India after His father  Sathpal  leaves the family for a courtesan by the name of Meenabai. Years later  Shankar has now grown ...                    ,Rekha|Mithun Chakraborty|Mandakini|Moon Moon Sen|Amrit Pal|Jeetendra|Vinod Mehra|Tanuja|Jagdeep|Gulshan Grover|Roopesh Kumar|Ila Arun|Tej Sapru|Yunus Parvez|,14 February 1986 (India)
tt2613424,Add a Plot »,Iftekhar|Deepti Naval|Rakesh Roshan|Swaroop Sampat|Shashikala|,
tt0091284,Rana Vikram Singh (Amrish Puri) has two sons  Rajesh (Feroz Khan)  a police officer and Amar (Anil Kapoor)  a fun-loving playboy. Rajesh has gone through a traumatic experience of losing ...                    ,Feroz Khan|Anil Kapoor|Dimple Kapadia|Amrish Puri|Raza Murad|Shakti Kapoor|Jagdeep|Kulbhushan Kharbanda|Arti Gupta|Sushma Seth|Dalip Tahil|Rekha|Sridevi|Puneet Issar|,10 June 1986 (India)
tt0157907,Before the epic battle of good versus evil  Mahabharat  as chronicled in the Holy Geeta  Bhagwan Shri Kishan slew his evil maternal uncle Kans during his childhood; studied in a Brahmin ...                    ,Vidya Sinha|Biswajit Chatterjee|Dara Singh|Anita Guha|Jayshree Gadkar|Sudhir Dalvi|Neera|,
tt0091328,The PSO is a British oriented group who wants to take control of India. When senior police inspector Vishwa Pratap Singh arrests there leader Dr. Michael Dang the authorities blast the jail...                    ,Dilip Kumar|Nutan|Naseeruddin Shah|Jackie Shroff|Anil Kapoor|Anupam Kher|Sridevi|Poonam Dhillon|Satyanarayana Kaikala|,8 August 1986 (India)
tt0464995,Add a Plot »,Farooq Shaikh|Poonam Dhillon|Shakti Kapoor|Madan Puri|Prema Narayan|Ramesh Deo|Seema Deo|Birbal|Tun Tun|Shivraj|Saroj Khan|Madhu Malhotra|Satish Chopra|Mehmood Jr.|,11 December 1986 (India)
tt0361773,Jeevan  who wants to be a police officer  becomes a Dacoit called Jeeva after his parents die.,Sanjay Dutt|Mandakini|Amjad Khan|Shakti Kapoor|Sachin|Gulshan Grover|Anupam Kher|Pran|Shreeram Lagoo|Beena Banerjee|,
tt0091512,While on a tiger-hunt  two aristocrats  Thakur and Sehgal get into a dispute about who which one of them shot the tiger. This dispute escalates into fisticuffs and a gunfight  with Sehgal ...                    ,Jackie Shroff|Amrita Singh|Shakti Kapoor|Aruna Irani|Pradeep Kumar|Romesh Sharma|Sharat Saxena|Sudhir Pandey|Bharat Bhushan|Devendra Pandit|Mini Tabassum|Naushir Khatau|Azaad Irani|Cyrus Khatau|,
tt0359677,While returning home via train  Purnima gets sexually assaulted by a stranger  keeps it to herself  but her parents eventually find out and the shock kills her dad. Since it was too late to...                    ,Bina|Feroz|Goga Kapoor|Pinchoo Kapoor|Shakti Kapoor|Heena Kausar|Shubha Khote|Mandakini|Parmesh Nair|Suresh Oberoi|Yunus Parvez|Rajesh Puri|Guddu Purnima|Anita Raj|,
tt0359619,Laxmidevi is a strict disciplinarian and stern mother  who rules over her palatial house with an iron hand. She has two daughters of marriageable age  one is Leena  and the other is Isha. ...                    ,Tanuja|Rohan Kapoor|Neelam Kothari|Govinda|Shafi Inamdar|Satish Shah|Ravi Baswani|Johnny Lever|Asrani|,14 February 1986 (India)
tt0093518,Over the years underworld criminal don Rai Bahadur has acquire a fortune full of priceless jewelery from around the world by pressuring his only son Anil to rob them bit by bit. His ...                    ,Ravi Baswani|Rakesh Bedi|Rita Bhaduri|Mithun Chakraborty|Dharmendra|Utpal Dutt|Gorilla|Johnny Lever|Ram Mohan|Raza Murad|Suresh Oberoi|Tej Sapru|Satish Shah|,
tt0091439,Based on the ill-fated love story of Laila and Majnu  this version shows them as inseparable childhood sweethearts  and subsequently as each others lovers. They want to get married  but as ...                    ,Nimmi|Sanjeev Kumar|Jayant|Agha|Nasir Hussain|Simi Garewal|Pran|Nazima|Achala Sachdev|Lalita Pawar|Randhir|Hiralal|Samson|Murad|,27 May 1986 (India)
tt0260222,Bhim Singh is a domineering father and husband. He lives a fairly wealthy lifestyle with his wife  and a somewhat submissive son  Kishan. He gets Kishan to marry a simple and plain-looking ...                    ,Rakesh Bedi|Seema Deo|Rishi Kapoor|Satyendra Kapoor|Gulshan Kumar|Farha Naaz|Amrish Puri|,
tt0361904,Aristocratic Amar Singh is the heir to his princely estate  left behind by late father  who had re-married a cruel and calculating woman  Ranimaa  and has been mismanaging the estate for ...                    ,Sanjay Dutt|Anita Raj|Gulshan Grover|Bindu|Raza Murad|Ramesh Deo|Jagdish Raj|Shakti Kapoor|,
tt0376768,Two brothers  Thakur Vikram Singh (Kulbhushan Kharbanda)  and Baseera Singh (Amjad Khan) live in the same village. Baseera is resentful that Vikram has got all he ever wanted  the estate  ...                    ,Amjad Khan|Kulbhushan Kharbanda|Tanuja|Rajesh Khanna|Moon Moon Sen|Dharmendra|Anita Raj|Vinod Mehra|Shoma Anand|Master Bhagwan|Guddi Maruti|Rajesh Puri|Paintal|,
tt0089678,When a politician is killed  a journalist discovers that a member of parliament had the man assassinated. As his editor digs deeper  the complicity of higher-placed politicians comes to the...                    ,Shashi Kapoor|Sharmila Tagore|Om Puri|Kulbhushan Kharbanda|A.K. Hangal|M.K. Raina|Manohar Singh|,
tt0260217,Classical dancer Sudha Chandran lost her leg in an accident but her spirit of being a dancer never died.,Sudha Chandran|Shekhar Suman|Aruna Irani|Vinod Nagpal|Dina Pathak|Satyendra Kapoor|Roobini|Sushma Seth|Babli|Master Sandeep Lele|Chandrashekhar|Anjana Mumtaz|Dinesh Hingoo|Huma Khan|,
tt0154909,Student at law Bharti lives a wealthy lifestyle in India along with her widower and blind dad. She is a fan of singer/dancer  Ravi Shankar Singh and attends his music concert. Afterwards ...                    ,Sadashiv Amrapurkar|Vikas Anand|Asrani|Urmila Bhatt|Mithun Chakraborty|Manik Irani|Goga Kapoor|Satyendra Kapoor|Shakti Kapoor|Kader Khan|Padmini Kolhapure|Roopesh Kumar|Shreeram Lagoo|Yunus Parvez|,20 June 1986 (India)
tt0364551,Indrani  a daughter of a multimillionaire Seth Ratanlal  falls in love with an ordinary but honest Dinesh and vows to marry him. Dishonest and cunning servant Mohanlal gets hurt to know ...                    ,Rajesh Khanna|Shabana Azmi|Deepti Naval|Mithun Chakraborty|Amjad Khan|Tanuja|Aruna Irani|Kader Khan|,25 July 1986 (India)
tt0091598,Follows the story of Vicky  who gets entrapped in a criminal plot after he leaves his country for work.,Nutan|Kumar Gaurav|Sanjay Dutt|Poonam Dhillon|Amrita Singh|Pankaj Udhas|Paresh Rawal|Akash Khurana|Ram Mohan|Gurbachan Singh|Ashutosh Gowariker|Ghanshyam Rohera|Shehnaz Anand|Rita Rani Kaul|,30 August 1986 (India)
tt0424339,The British government have taken over there rule in a deserted region in India. But some of the people there strive for freedom; one of those brave freedom fighter is Palay Khan  who owes ...                    ,Jackie Shroff|Poonam Dhillon|Farha Naaz|Anupam Kher|Shakti Kapoor|Suresh Oberoi|Sushma Seth|Satyendra Kapoor|Puneet Issar|Raza Murad|Priti Sapru|Dinesh Thakur|Roopesh Kumar|Mac Mohan|,1986 (India)
tt0187528,Suhaagan is a story about two sisters Janaki ( Sridevi ) and Jyoti ( Padmini Kohlapure ) who live with their Parents Jamnadas ( Pran ) and their mother played by Tanuja. Ramu( Jeetendra) ...                    ,Jeetendra|Sridevi|Padmini Kolhapure|Raj Babbar|Pran|,
tt0091806,Anand and Usha are separated in love. Years later they meet and speak about how happy they are in their married lives. The reality is they both are hiding the truth from each other.,Anil Kapoor|Padmini Kolhapure|Anita Raj|Ashok Kumar|Sushma Seth|Deepak Parashar|Satyendra Kapoor|Ramesh Deo|Seema Deo|,
tt0390405,Add a Plot »,Shoma Anand|Vijayendra Ghatge|Kalpana Iyer|Kanan Kaushal|Javed Khan|Raza Murad|,
tt0358053,Geeta Choudhary has an abortion in the name of her close friend Rajni Thakur so that Rajni can get married. When her secret leaks out  Geeta's husband Ashok blames her  accuses her of being...                    ,Bindu|Mithun Chakraborty|Krishan Dhawan|Jagdeep|Janak|Simple Kapadia|Satyendra Kapoor|Shubha Khote|Amrit Pal|Lalita Pawar|Jaya Prada|Anjan Srivastav|Tiku Talsania|Ashutosh Thakur|,15 August 1986 (India)
tt0302955,A blind man plans revenge on his adulterous wife.... by murder. A taut thriller that keeps you on the edge of your seat.,Sanjeev Kumar|Ranjeeta Kaur|Shatrughan Sinha|Sarika|Marc Zuber|Ashok Kumar|Saeed Jaffrey|Dinesh Hingoo|Leena Das|Amin Sayani|T.P. Jain|Keshav Rana|Piloo J. Wadia|A.K. Agnihotri|,24 January 1986 (India)
tt0374115,Add a Plot »,Rajan Sippy|Kushboo|Swapna|Gulshan Grover|Jayshree Gadkar|Bharat Kapoor|Ramesh Tiwari|Rajesh Puri|Lilliput|Yunus Parvez|Minoo Mumtaz|Mrinalini|Surendra Sharma|Sharafat Khan|,
tt0091601,The film revolves around Rajni  a shape-shifting cobra who marries a civilian to avenge the death of her spouse at the hands of an evil saint.,Sridevi|Rishi Kapoor|Amrish Puri|Prem Chopra|Roobini|Sushma Seth|Jagdeep|Pinchoo Kapoor|Viju Khote|Guddi Maruti|Chhote Ustad|Manmauji|Dev Sharma|Aditya Sharma|,28 November 1986 (India)
tt0363993,The city is rocked by a series of brutal murders. All the victims are women of lose character or prostitutes  and all have been brutally slain. Inspector Arjun Dutt is assigned this case  ...                    ,Naseeruddin Shah|Shabana Azmi|Kanwaljit Singh|Sarika|Tom Alter|,
tt0155227,Vijay Choudhury lives a comfortable lifestyle with his wife  Laxmi  and step-brother  Ravi. Although Vijay and Laxmi have been married for several years  they have no children  and as a ...                    ,Jeetendra|Jaya Prada|Mithun Chakraborty|Padmini Kolhapure|Asrani|Aruna Irani|Prem Chopra|Kader Khan|Satyendra Kapoor|Shoma Anand|,17 February 1986 (India)
tt0234739,Maharaja Sharminder Bhupathi of Avanti and his wife  the Rajmata  would like to see peace in the region  and would like their daughter  Alaknanda  to marry the prince of Gandharva  Aditya ...                    ,Bharat Bhushan|Leena Das|Gulshan Grover|Jeetendra|Shakti Kapoor|Amjad Khan|Kader Khan|Praveen Kumar|Sujit Kumar|Shreeram Lagoo|Mandakini|Jaya Prada|Pran|Waheeda Rehman|,4 March 1986 (India)
tt0260411,A dying Thakur Surjeet Singh bequeaths the entire estate to his son  Raghuvir  disowning the other  Dhurjan  the family's black sheep  who also indulges in black magic. The latter swears to...                    ,Rana Jung Bahadur|Hemant Birje|Deepak|Sunil Dhawan|Arti Gupta|Puneet Issar|Trilok Kapoor|Huma Khan|Imtiaz Khan|Raj Kishore|Amarnath Mukherjee|Narendra Nath|Rajendra Nath|Tanuja Ramsay|,12 December 1986 (India)
tt0156052,Ravidas (Sunny Deol) lives in a village in rural India. He is the son of Chediram (Dr. Shreeram Lagoo) who is of highly respected in the village. Ravidas falls in love with Jyoti (Poonam ...                    ,Sunny Deol|Poonam Dhillon|Prem Chopra|Bindu|Shreeram Lagoo|Om Shivpuri|Satyendra Kapoor|C.S. Dubey|Kiran Vairale|Jankidas|Rakesh Bedi|Natasha Sinha|Roopali|Ramlal|,7 March 1986 (India)
tt0154105,This movie reflects the time and era in India's history. A time that most politicians would prefer to turn a nelson's eye on; an era that would be excluded from most history books. This ...                    ,Jackie Shroff|Padmini Kolhapure|Nirupa Roy|Kader Khan|Shakti Kapoor|,1 January 1985 (India)
tt0092049,A rich man devises a strange plan in order to get his son married. In a strange turn of events  he is murdered before the plan materializes.,Govinda|Kushboo|Jyoti Patel|Sharat Saxena|Satyendra Kapoor|Raj Mehra|T.P. Jain|Geeta Khanna|Vijay Kashyap|Farhat|Ram P. Sethi|Viju Khote|Birbal|Raj Kishore|,25 April 1986 (India)
tt0092033,Sharda  a nurse and single mother  raises her daughter Swati as an independent  articulate young woman. Swati is a strong advocate of women's rights in a society where there is significant ...                    ,Shashi Kapoor|Sharmila Tagore|Meenakshi Sheshadri|Vinod Mehra|Madhuri Dixit|Akbar Khan|Sarika|Madhu Kapoor|Raja Bundela|Feroz|Shubha Khote|Dinesh Hingoo|Mahendra Sharma|Shree Bhagwan|,2 May 1986 (India)
tt0390657,Anand is looking to arrest the woman who killed his father  unaware that she's his own mother.,Rakhee Gulzar|Mithun Chakraborty|Rati Agnihotri|Ranjeet|Suresh Oberoi|Amjad Khan|Iftekhar|Seema Deo|Paintal|Manik Irani|Madhu Malini|Manmauji|Alka Noopur|Kirti Kumar|,3 July 1986 (India)
tt0178187,Inspector Ranjeet Singh was killed by Balbir a notorious bike gangster soon after his marriage.Years have passed by but police still haven't been able to arrest Balbir.Ranjit's Singh's ...                    ,Shashi Kapoor|Hema Malini|Danny Denzongpa|Shatrughan Sinha|Mithun Chakraborty|Meenakshi Sheshadri|Raj Kiran|Mazhar Khan|Kaajal Kiran|Mac Mohan|Sudhir|Goga Kapoor|Tej Sapru|Om Shivpuri|,22 March 1985 (India)
